emoji,text
🖖🏿,فولكان تحية لون البشرة الداكنة
🫱,اليد اليمنى
🫱🏻,يمين لون البشرة الفاتح
🫱🏼,اليد اليمنى لون بشرة فاتح متوسط
🫱🏽,اليد اليمنى لون بشرة متوسط
🫱🏾,اليد اليمنى لون بشرة متوسط ​​الغامق
🫱🏿,اليد اليمنى لهجة البشرة الداكنة
🫲,جهة اليسار
🫲🏻,اليد اليسرى بلون البشرة الفاتح
🫲🏼,اليد اليسرى لون بشرة فاتح متوسط
🫲🏽,اليد اليسرى بلون بشرة متوسط
🫲🏾,اليد اليسرى بلون بشرة داكن متوسط
🫲🏿,اليد اليسرى لهجة البشرة الداكنة
🫳,راحة اليد
🫳🏻,النخيل أسفل اليد لهجة البشرة الفاتحة
🫳🏼,الكف لأسفل اليد لون بشرة متوسط ​​الفاتح
🫳🏽,الكف لأسفل اليد لون بشرة متوسط
🫳🏾,الكف لأسفل اليد لون بشرة متوسط ​​داكن
🫳🏿,النخيل أسفل اليد لهجة البشرة الداكنة
🫴,راحة اليد
🫴🏻,راحة اليد لون البشرة الفاتح
🫴🏼,راحة اليد لون بشرة متوسط ​​الفاتح
🫴🏽,كف يد لون بشرة متوسط
🫴🏾,راحة اليد لون بشرة متوسط ​​داكن
🫴🏿,راحة اليد لهجة البشرة الداكنة
🫷,يد دافعة لليسار
🫷🏻,اليسار دفع اليد بلون البشرة الفاتح
🫷🏼,لليسار دفع اليد لون بشرة متوسط ​​إلى فاتح
🫷🏽,يد دافعة لليسار بلون بشرة متوسط
🫷🏾,لليسار دفع اليد لون بشرة متوسط ​​الغامق
🫷🏿,اليسار دفع اليد لهجة البشرة الداكنة
🫸,جهة دافعة لليمين
🫸🏻,يمينًا يدفع اليد بشرة فاتحة اللون
🫸🏼,يمينًا يدفع اليد بلون بشرة متوسط ​​إلى فاتح
🫸🏽,يمينًا يدفع اليد بلون بشرة متوسط
🫸🏾,يمينًا يدفع اليد بلون بشرة متوسط ​​داكن
🫸🏿,يمينًا يدفع اليد بلون البشرة الداكن
👌,حسنا اليد
👌🏻,موافق اليد لهجة البشرة الفاتحة
👌🏼,موافق اليد لون بشرة متوسط ​​فاتح
👌🏽,موافق جهة متوسطة لون البشرة
👌🏾,موافق جهة لون بشرة متوسط ​​الغامق
👌🏿,موافق اليد لهجة البشرة الداكنة
🤌,أصابع مقروصة
🤌🏻,مقروص الأصابع لون البشرة الفاتح
🤌🏼,مقروص الأصابع لون بشرة متوسط ​​إلى فاتح
🤌🏽,أصابع مقروصة لون بشرة متوسط
🤌🏾,مقروص الأصابع لون بشرة متوسط ​​الغامق
🤌🏿,مقروص الأصابع لون البشرة الداكنة
🤏,معسر اليد
🤏🏻,معسر اليد لهجة البشرة الفاتحة
🤏🏼,معسر اليد لون بشرة متوسط ​​إلى فاتح
🤏🏽,معسر اليد لون بشرة متوسط
🤏🏾,معسر اليد بلون بشرة متوسط ​​الغامق
🤏🏿,معسر اليد لهجة البشرة الداكنة
✌️,يد النصر
✌,يد النصر
✌🏻,انتصار اليد لهجة البشرة الفاتحة
✌🏼,يد النصر بلون بشرة متوسط ​​فاتح
✌🏽,يد النصر لون بشرة متوسط
✌🏾,يد النصر بلون بشرة متوسط ​​داكن
✌🏿,النصر يد لهجة البشرة الداكنة
🤞,تمنيت
🤞🏻,عبرت أصابع لون البشرة الفاتح
🤞🏼,تشابك الأصابع لون بشرة متوسط ​​إلى فاتح
🤞🏽,عبرت الأصابع لون بشرة متوسط
🤞🏾,الأصابع المتقاطعة لون بشرة متوسط ​​الغامق
🤞🏿,عبرت الأصابع لون البشرة الداكنة
🫰,اليد بإصبع السبابة والإبهام متقاطعة
🫰🏻,اليد مع السبابة والإبهام عبر لون البشرة الفاتح
🫰🏼,اليد بإصبع السبابة والإبهام متقاطعة بلون بشرة متوسط ​​الفاتح
🫰🏽,اليد بإصبع السبابة والإبهام متقاطعة بلون بشرة متوسط
🫰🏾,اليد بإصبع السبابة والإبهام متقاطعة بلون بشرة داكن متوسط
🫰🏿,اليد مع السبابة والإبهام عبر لون البشرة الداكنة
🤟,لفتة الحب
🤟🏻,أحبك لفتة لون البشرة الفاتح
🤟🏼,إيماءة الحب ذات لون بشرة متوسط ​​إلى فاتح
🤟🏽,إيماءة الحب ذات لون بشرة متوسط
🤟🏾,أحبك إيماءة لون بشرة متوسط ​​داكن
🤟🏿,أحبك لفتة لون البشرة الداكن
🤘,علامة القرون
🤘🏻,علامة القرون بلون البشرة الفاتح
🤘🏼,علامة القرون متوسطة إلى لون البشرة الفاتح
🤘🏽,علامة القرون متوسطة لون البشرة
🤘🏾,علامة القرون ذات لون بشرة متوسط ​​الغامق
🤘🏿,علامة القرون لون البشرة الداكنة
🤙,اتصل بي
🤙🏻,اتصل بي يد بلون البشرة الفاتح
🤙🏼,اتصل بي يد بلون بشرة متوسط ​​فاتح
🤙🏽,اتصل بي من ناحية لون البشرة المتوسط
🤙🏾,اتصل بي بلون بشرة متوسط ​​داكن
🤙🏿,اتصل بي يد بلون البشرة الداكن
👈,مؤشر اليد الخلفية مشيرا إلى اليسار
👈🏻,مؤشر اليد الخلفية يشير إلى لون البشرة الفاتح الأيسر
👈🏼,مؤشر اليد الخلفية يشير إلى لون بشرة فاتح متوسط ​​اليسار
👈🏽,مؤشر اليد الخلفية يشير إلى لون بشرة متوسط ​​اليسار
👈🏾,مؤشر اليد الخلفية يشير إلى لون بشرة متوسط ​​داكن
👈🏿,مؤشر اليد الخلفية يشير إلى لون البشرة الداكن الأيسر
👉,مؤشر اليد الخلفية يشير إلى اليمين
👉🏻,مؤشر اليد الخلفية يشير إلى لون البشرة الأيمن الفاتح
👉🏼,مؤشر اليد الخلفية يشير إلى لون بشرة متوسط ​​إلى اليمين
👉🏽,مؤشر اليد الخلفية يشير إلى لون بشرة متوسط ​​اليمين
👉🏾,مؤشر اليد الخلفية يشير إلى لون بشرة متوسط ​​داكن يمينًا
👉🏿,مؤشر اليد الخلفية يشير إلى لون البشرة الداكن الصحيح
👆,مؤشر اليد الخلفية مشيرا لأعلى
👆🏻,مؤشر اليد الخلفية يشير إلى لون البشرة الفاتح
👆🏼,مؤشر اليد الخلفية يشير إلى لون بشرة متوسط ​​إلى فاتح
👆🏽,مؤشر اليد الخلفية يشير إلى لون بشرة متوسط
👆🏾,مؤشر اليد الخلفية يشير إلى لون بشرة متوسط ​​الغامق
👆🏿,مؤشر اليد الخلفية يشير إلى لون البشرة الداكن
🖕,الاصبع الوسطى
🖕🏻,الاصبع الوسطى لون البشرة الفاتح
🖕🏼,الاصبع الوسطى لون بشرة فاتح
🖕🏽,متوسط ​​لون البشرة الاصبع
🖕🏾,متوسط ​​لون البشرة الداكن الاصبع
🖕🏿,الاصبع الوسطى لون البشرة الداكنة
👇,مؤشر اليد الخلفية يشير لأسفل
👇🏻,مؤشر اليد الخلفية يشير إلى لون البشرة الفاتح
👇🏼,مؤشر اليد الخلفية يشير إلى لون بشرة متوسط ​​إلى فاتح
👇🏽,مؤشر اليد الخلفية يشير إلى لون بشرة متوسط
👇🏾,مؤشر اليد الخلفية يشير إلى لون بشرة متوسط ​​الغامق
👇🏿,مؤشر اليد الخلفية يشير إلى لون البشرة الداكن
☝️,مؤشر لافتا
☝,مؤشر لافتا
☝🏻,مؤشر يشير إلى لون البشرة الفاتح
☝🏼,مؤشر يشير إلى لون بشرة متوسط ​​إلى فاتح
☝🏽,مؤشر يشير إلى لون بشرة متوسط
☝🏾,مؤشر يشير إلى لون بشرة متوسط ​​داكن
☝🏿,مؤشر يشير إلى لون البشرة الداكن
🫵,مؤشر يشير إلى العارض
🫵🏻,مؤشر يشير إلى لون بشرة المشاهد الفاتح
🫵🏼,مؤشر يشير إلى لون بشرة المشاهد متوسط ​​إلى فاتح
🫵🏽,مؤشر يشير إلى لون بشرة متوسط ​​العارض
🫵🏾,مؤشر يشير إلى لون بشرة المشاهد متوسط ​​الغامق
🫵🏿,مؤشر يشير إلى المشاهد بلون البشرة الداكن
👍,ممتاز
👍🏻,ممتاز لون البشرة الفاتح
👍🏼,درجة لون بشرة متوسطة وخفيفة
👍🏽,ممتاز مع لون بشرة متوسط
👍🏾,درجة لون البشرة متوسطة إلى داكنة
👍🏿,ممتاز لون البشرة الداكنة
👎,استهجن
👎🏻,يتجاهل لون البشرة الفاتح
👎🏼,يتجاهل لون البشرة المتوسط ​​الفاتح
👎🏽,يتجاهل لون بشرة متوسط
👎🏾,يتجاهل لون البشرة المتوسط ​​الغامق
👎🏿,يتجاهل لون البشرة الداكنة
✊,رفع قبضة
✊🏻,رفع قبضة لون البشرة الفاتح
✊🏼,رفع قبضة لون البشرة المتوسط ​​الفاتح
✊🏽,رفع قبضة لون البشرة المتوسطة
✊🏾,رفع قبضة لون البشرة المتوسطة الغامقة
✊🏿,رفع قبضة لون البشرة الداكنة
👊,قدوم القبضة
👊🏻,قدوم قبضة لون البشرة الفاتح
👊🏼,قبضة لون بشرة فاتحة متوسطة
👊🏽,قبضة لون البشرة المتوسطة
👊🏾,القبضة القادمة بلون بشرة متوسط ​​داكن
👊🏿,قدوم قبضة لهجة الجلد الداكن
🤛,قبضة اليسار
🤛🏻,قبضة ذات لون بشرة فاتحة
🤛🏼,قبضة ذات لون بشرة متوسط ​​الفاتح
🤛🏽,قبضة ذات لون بشرة متوسط
🤛🏾,قبضة ذات لون بشرة متوسط ​​الغامق
🤛🏿,قبضة ذات لون بشرة داكنة
🤜,قبضة اليد اليمنى
🤜🏻,قبضة ذات لون بشرة فاتحة
🤜🏼,قبضة لليمين بلون بشرة متوسط ​​الفاتح
🤜🏽,قبضة ذات لون بشرة متوسط
🤜🏾,قبضة لليمين بلون بشرة متوسط ​​الغامق
🤜🏿,قبضة ذات لون بشرة داكن
👏,التصفيق
👏🏻,التصفيق اليدين بلون البشرة الفاتح
👏🏼,التصفيق باليدين بدرجة لون بشرة متوسطة إلى فاتحة
👏🏽,التصفيق باليدين لون بشرة متوسط
👏🏾,التصفيق باليدين بلون بشرة متوسط ​​الغامق
👏🏿,التصفيق اليدين بلون البشرة الداكنة
🙌,رفع اليدين
🙌🏻,رفع اليدين بلون البشرة الفاتح
🙌🏼,رفع اليدين متوسط ​​لون البشرة الفاتح
🙌🏽,رفع اليدين متوسط ​​لون البشرة
🙌🏾,رفع اليدين متوسط ​​لون البشرة الغامق
🙌🏿,رفع اليدين بلون البشرة الداكنة
🫶,يد القلب
🫶🏻,يد القلب لون البشرة الفاتح
🫶🏼,يد القلب متوسطة ولون البشرة الفاتحة
🫶🏽,يد القلب متوسطة لون البشرة
🫶🏾,يد القلب متوسطة إلى لون البشرة الغامق
🫶🏿,يد القلب لهجة البشرة الداكنة
👐,أيادي مفتوحة
👐🏻,فتح اليدين بلون البشرة الفاتح
👐🏼,تفتح الأيدي بلون بشرة متوسط ​​فاتح
👐🏽,أيادي مفتوحتين بلون بشرة متوسط
👐🏾,تفتح الأيدي بلون بشرة متوسط ​​داكن
👐🏿,فتح اليدين بلون البشرة الداكنة
🤲,راحة اليد معا
🤲🏻,راحة معا لون البشرة الفاتح
🤲🏼,راحة اليد معا لون بشرة متوسط ​​الفاتح
🤲🏽,راحة اليد معا لون بشرة متوسط
🤲🏾,راحة اليد معا لون بشرة متوسط ​​داكن
🤲🏿,راحة معا لون البشرة الداكنة
🤝,مصافحة
🤝🏻,المصافحة لون البشرة الفاتح
🤝🏼,المصافحة بلون بشرة متوسط ​​إلى فاتح
🤝🏽,المصافحة بلون بشرة متوسط
🤝🏾,المصافحة بلون بشرة متوسط ​​داكن
🤝🏿,مصافحة لون البشرة الداكنة
🫱🏻‍🫲🏼,المصافحة لون بشرة فاتح لون بشرة متوسط ​​إلى فاتح
🫱🏻‍🫲🏽,المصافحة بشرة فاتحة ذات لون بشرة متوسط
🫱🏻‍🫲🏾,المصافحة لون بشرة فاتح لون بشرة متوسط ​​إلى غامق
🫱🏻‍🫲🏿,المصافحة لون البشرة الفاتح لهجة البشرة الداكنة
🫱🏼‍🫲🏻,المصافحة بلون بشرة متوسط ​​- فاتح
🫱🏼‍🫲🏽,المصافحة بشرة ذات لون فاتح متوسط ​​لون بشرة متوسط
🫱🏼‍🫲🏾,المصافحة بشرة ذات لون فاتح متوسط ​​إلى لون بشرة داكن متوسط
🫱🏼‍🫲🏿,المصافحة بشرة ذات لون فاتح متوسط ​​لون بشرة داكنة
🫱🏽‍🫲🏻,المصافحة بلون بشرة متوسط ​​لون البشرة فاتح
🫱🏽‍🫲🏼,المصافحة لون بشرة متوسط ​​لون بشرة فاتحة ومتوسطة
🫱🏽‍🫲🏾,المصافحة لون بشرة متوسط ​​لون بشرة داكن متوسط
🫱🏽‍🫲🏿,المصافحة لون بشرة متوسط ​​لون البشرة الداكنة
🫱🏾‍🫲🏻,المصافحة بلون بشرة متوسط ​​- داكن بدرجة لون بشرة فاتحة
🫱🏾‍🫲🏼,المصافحة بشرة ذات لون متوسط ​​إلى غامق بلون بشرة متوسط ​​إلى فاتح
🫱🏾‍🫲🏽,المصافحة بشرة متوسطة إلى داكنة بدرجة لون بشرة متوسطة
🫱🏾‍🫲🏿,المصافحة بلون بشرة متوسط ​​- داكن بدرجة لون بشرة داكنة
🫱🏿‍🫲🏻,المصافحة لون البشرة الداكن لون البشرة الفاتح
🫱🏿‍🫲🏼,المصافحة بشرة داكنة بدرجة لون بشرة متوسطة إلى فاتحة
🫱🏿‍🫲🏽,المصافحة بشرة داكنة بلون بشرة متوسط
🫱🏿‍🫲🏾,المصافحة بلون بشرة داكن بدرجة لون بشرة متوسطة إلى داكنة
🙏,أيدي مطوية
🙏🏻,أيدي مطوية بلون البشرة الفاتح
🙏🏼,أيدي مطوية بلون بشرة متوسط ​​الفاتح
🙏🏽,أيدي مطوية بلون بشرة متوسط
🙏🏾,أيدي مطوية بلون بشرة متوسط ​​الغامق
