text,class,cleaned_text
الله يوفقكم على اصلاح البلاد، و الله يسر ليك الأمور وللصادقين ممن معك,0,اله يوفقكم على اصلاح البلاد و اله يسر ليك الأمور ولصادقين من معك
تحياتي لرئيس الحكومة عبد الإلاه بنكران,0,تحياتي لرئيس الحكومة عبد الإلاه بنكران
الله إوفق اسي عبد الإله,0,اله إوفق اسي عبد الإله
الله ينصرك على المفسدين..,0,اله ينصرك على المفسدين
"""يا ودود يا ودود يا دا العرش المجيد يا مبدئ يامعيد يا فعال لما تريد أسألك بنور وجهك الدي ملأ أركان عرشك وأسألك بقدرتك التي قدرت بها على جميع خلقك وأسألك برحمتك التي وسعت كل شيء لا إله إلا أنت ، يا مغيث أغثني .",0,يا ودود يا ودود يا دا العرش المجيد يا مبدئ يامعيد يا فعال لما تريد أسألك بنور وجهك الدي ملأ أركان عرشك وأسألك بقدرتك التي قدرت بها على جميع خلقك وأسألك برحمتك التي وسعت كل شيء لا إله إلا أنت يا مغيث أغثني
اللهم وفق وسدد خطى السيد عبد الإله بن كيران  لما تحب و ترضى واجعله مفتاح للخير مغلاق للشر ، آمر بالمعروف ناهي عن المنكر,0,الهم وفق وسد خطى السيد عبد الإله بن كيران لما تحب و ترضى واجعله مفتاح لخير مغلاق لشر آمر بالمعروف ناهي عن المنكر
اللهم و أحفظه  من شر الأشرار و كيد الفجار و احفظه آناء الليل و أطراف النهار,0,الهم و أحفظه من شر الأشرار و كيد الفجار و احفظه آناء اليل و أطراف النهار
اللهم واجعله وصي اليتامى و خازن المساكين .,0,الهم واجعله وصي اليتامى و خازن المساكين
"اللهم و اصلح بطانته وخذ بيده واعنه على عمل الخيرات.""",0,الهم و اصلح بطانته وخذ بيده واعنه على عمل الخيرات
"""انجازاتكم تشهد عليكم كأفضل حكومة في تاريخ المغرب.",0,انجازاتكم تشهد عليكم كأفضل حكومة في تاريخ المغرب
"وفقكم الله وأيديكم بنصره""",0,وفقكم اله وأيديكم بنصره
منور ماشاء الله,0,منور ماشاء اله
الصحراء لا يمكن بتاتا ان تكون الا مغربية، اهلها كرمائ و محافظين و جوها جميل جدا و الجمال يطوف بها من كل جانب خصوصا المراة الصحراوية ,0,الصحراء لا يمكن بتاتا ان تكون الا مغربية اهلها كرمائ و محافظين و جوها جميل جدا و الجمال يطوف بها من كل جانب خصوصا المراة الصحراوية
تحياتي لك من تمكروت إقليم زاكورة حفظك الله ورعاك,0,تحياتي لك من تمكروت إقليم زاكورة حفظك اله ورعاك
تبارك الله على الزعيم,0,تبارك اله على الزعيم
سنصوت لك وستنجح ولكن هناك أيادي خفية ستتدخل في خسارتك ليك الله أسي بن كيران,0,سنصوت لك وستنجح ولكن هناك أيادي خفية ستدخل في خسارتك ليك اله أسي بن كيران
أتمنى أن يفوز السيد بن كيران بالولاية التانية بادن الله لأنه احسن نخبة سياسية في تاريخ المغرب,0,أتمنى أن يفوز السيد بن كيران بالولاية التانية بادن اله لأنه احسن نخبة سياسية في تاريخ المغرب
أكيد المغاربة غادي اتنادم معاهم الحال الى مصوتوش على العدالة و التنمية لانه وبكل صراحة هاذ الحزب أضعف الايمان مكايشفروش,0,أكيد المغاربة غادي اتنادم معاهم الحال الى مصوتوش على العدالة و التنمية لانه وبكل صراحة هاذ الحزب أضعف الايمان مكايشفروش
كلنا معك,0,كلنا معك
معك بنكيران و سأصوت عليك وخا ماوفيتيش بجميع وعودك و لكن على الأقل ماكتشفرش فلوس الشعب,0,معك بنكيران و سأصوت عليك وخا ماوفيتيش بجميع وعودك و لكن على الأقل ماكتشفرش فلوس الشعب
أزيلال فيها رجال يحبون الرجال وأنت أخي بنكيران من الرجال نتمنى لك التوفيق والنجاح في تحقيق العدالة الاجتماعية والاقتصادية والسياسية والله ينصرك على أعداء الدنيا و الدين,0,أزيلال فيها رجال يحبون الرجال وأنت أخي بنكيران من الرجال نتمنى لك التوفيق والنجاح في تحقيق العدالة الاجتماعية والاقتصادية والسياسية واله ينصرك على أعداء الدنيا و الدين
الله ينصرك على المفسدين، إن شاء الله انتصار كبير,0,اله ينصرك على المفسدين إن شاء اله انتصار كبير
اتمنى لك التوفيق (عبد الاه بن كيران),0,اتمنى لك التوفيق عبد الاه بن كيران
الحزب الوحيد إلي فيه الضوء في المغرب هو العدالة و التنمية,0,الحزب الوحيد إلي فيه الضوء في المغرب هو العدالة و التنمية
هو في الحقيقة مغنلقاو بحالك اسي بن كيران. و لهذا سنصوت جميعا للعدالة و التنمية. بالتوفيق ان شاء الله.,0,هو في الحقيقة مغنلقاو بحالك اسي بن كيران و لهذا سنصوت جميعا لعدالة و التنمية بالتوفيق ان شاء اله
انا اتق في السيد عبد الإله بن كيران رجل من خيرات رجالات الوطن يحارب الفساد بقبضة من حديد اللهم اعنه وسدد خطاه كل التقدير والاحترام لهدا الشخص,0,انا اتق في السيد عبد الإله بن كيران رجل من خيرات رجالات الوطن يحارب الفساد بقبضة من حديد الهم اعنه وسد خطاه كل التقدير والاحترام لهدا الشخص
،اصمدوا ضد الظلم ورالفرج قريب ان شاء الله ,0,اصمدوا ضد الظلم ورالفرج قريب ان شاء اله
مقال رائع,0,مقال رائع
كان افظل حاكم عربي,0,كان افظل حاكم عربي
كل التوفيق لمنير ونشألله قبول نضمامو للمنتخب المغربي,0,كل التوفيق لمنير ونشأله قبول نضمامو لمنتخب المغربي
رائع جدا تحليلك للولقع المغربي وكذلك العربي ,0,رائع جدا تحليلك لولقع المغربي وكذلك العربي
من النادر أن أجد نفسي في حالة وفاق مع كل نص أقرءه ولو على سبيل الديالكتك، لكن وصفت وشرحت الدماغ المغربي بدقة.,0,من النادر أن أجد نفسي في حالة وفاق مع كل نص أقرءه ولو على سبيل الديالكتك لكن وصفت وشرحت الدماغ المغربي بدقة
